example_id                                                         | status  | run_time        |
./spec/models/enrichment_job_spec.rb[1:1:5]                        | passed  | 0.00555 seconds |
./spec/models/enrichment_job_spec.rb[1:1:6]                        | passed  | 0.00566 seconds |
./spec/models/enrichment_job_spec.rb[1:1:7]                        | passed  | 0.00784 seconds |
./spec/models/enrichment_job_spec.rb[1:1:8]                        | passed  | 0.0081 seconds  |
./spec/models/enrichment_job_spec.rb[1:1:9]                        | passed  | 0.00622 seconds |
./spec/models/enrichment_job_spec.rb[1:1:10]                       | passed  | 0.0057 seconds  |
./spec/models/enrichment_job_spec.rb[1:1:11]                       | passed  | 0.01897 seconds |
./spec/models/enrichment_job_spec.rb[1:1:12]                       | passed  | 0.00621 seconds |
./spec/models/enrichment_job_spec.rb[1:1:13]                       | passed  | 0.00677 seconds |
./spec/models/enrichment_job_spec.rb[1:1:14]                       | passed  | 0.00735 seconds |
./spec/models/enrichment_job_spec.rb[1:1:15]                       | passed  | 0.00741 seconds |
./spec/models/enrichment_job_spec.rb[1:1:16]                       | passed  | 0.00541 seconds |
./spec/models/enrichment_job_spec.rb[1:1:17]                       | passed  | 0.00674 seconds |
./spec/models/harvest_job_spec.rb[1:1:1]                           | passed  | 0.00859 seconds |
./spec/models/harvest_job_spec.rb[1:1:2]                           | passed  | 0.02442 seconds |
./spec/models/harvest_job_spec.rb[1:2:1]                           | passed  | 0.00654 seconds |
./spec/models/harvest_job_spec.rb[1:2:2]                           | passed  | 0.0076 seconds  |
./spec/models/harvest_job_spec.rb[1:3:1:1]                         | pending | 0.00909 seconds |
./spec/models/harvest_job_spec.rb[1:3:1:2]                         | pending | 0.0069 seconds  |
./spec/models/harvest_job_spec.rb[1:3:1:3]                         | pending | 0.00698 seconds |
./spec/models/harvest_job_spec.rb[1:3:1:4]                         | pending | 0.02378 seconds |
./spec/models/harvest_job_spec.rb[1:3:2]                           | pending | 0.00899 seconds |
./spec/models/harvest_job_spec.rb[1:3:3]                           | pending | 0.00647 seconds |
./spec/models/harvest_job_spec.rb[1:4:1]                           | passed  | 0.00737 seconds |
./spec/models/harvest_job_spec.rb[1:4:2]                           | passed  | 0.00905 seconds |
./spec/models/harvest_job_spec.rb[1:4:3]                           | passed  | 0.00483 seconds |
./spec/models/harvest_job_spec.rb[1:5:1]                           | passed  | 0.0079 seconds  |
./spec/models/harvest_job_spec.rb[1:5:2]                           | passed  | 0.00916 seconds |
./spec/models/harvest_job_spec.rb[1:5:3]                           | passed  | 0.00881 seconds |
./spec/models/harvest_job_spec.rb[1:6:1]                           | passed  | 0.02237 seconds |
./spec/models/harvest_job_spec.rb[1:6:2]                           | passed  | 0.00578 seconds |
./spec/models/harvest_job_spec.rb[1:7:1]                           | passed  | 0.00999 seconds |
